,Vectors,Lang
192,"[[-289.85394   -169.95929   -150.81456   ...    0.           0.
     0.       ]
 [  84.45247     76.9267      87.35361   ...    0.           0.
     0.       ]
 [ -88.5835     -83.19702    -73.582214  ...    0.           0.
     0.       ]
 ...
 [   8.03465      1.4000466   -6.0736794 ...    0.           0.
     0.       ]
 [   9.43479      6.631272     5.5701365 ...    0.           0.
     0.       ]
 [  -4.577716   -10.239927   -11.838911  ...    0.           0.
     0.       ]]",Tamil
193,"[[-416.49698   -340.77817   -347.24316   ...    0.           0.
     0.       ]
 [ 127.12433    161.85403    152.93123   ...    0.           0.
     0.       ]
 [  29.69797     11.324593    12.183482  ...    0.           0.
     0.       ]
 ...
 [  -2.44616     -6.486246    -7.6496077 ...    0.           0.
     0.       ]
 [   5.26394      9.272659     9.027764  ...    0.           0.
     0.       ]
 [   6.7222786    3.1877277   -0.8913811 ...    0.           0.
     0.       ]]",Tamil
194,"[[-2.3273820e+02 -8.5094643e+01 -7.0684349e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.8970943e+01  3.7269722e+01  1.7842197e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0160082e+02 -8.1356812e+01 -7.6527390e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.0230074e+01 -1.1094677e+01 -8.6472225e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.3729365e+00 -8.1749022e-02  5.0444722e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3088284e+00  6.3558429e-01 -4.5870900e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
195,"[[-218.02606     -97.0946      -75.39021    ...    0.
     0.            0.        ]
 [  53.90081      29.610874      9.688589   ...    0.
     0.            0.        ]
 [ -68.47321     -62.87839     -71.91709    ...    0.
     0.            0.        ]
 ...
 [   3.609821     -2.8681855   -14.828823   ...    0.
     0.            0.        ]
 [   5.591937      2.3837204    -0.84529567 ...    0.
     0.            0.        ]
 [  12.02515      15.077032     16.52882    ...    0.
     0.            0.        ]]",Tamil
196,"[[-273.12317   -148.82722   -148.97377   ...    0.           0.
     0.       ]
 [ 135.512      135.01382    130.96313   ...    0.           0.
     0.       ]
 [ -48.19129    -63.96626    -61.714676  ...    0.           0.
     0.       ]
 ...
 [  11.760496    22.296324    19.1582    ...    0.           0.
     0.       ]
 [   9.745815     5.081564     2.5970516 ...    0.           0.
     0.       ]
 [  -8.580244    -4.952999    -7.421818  ...    0.           0.
     0.       ]]",Tamil
197,"[[-3.34474030e+02 -2.11159927e+02 -1.77140564e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.13803116e+02  8.72944412e+01  6.75644836e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.04539928e+01  2.35293751e+01  6.30582380e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.71058559e+00  8.96826029e-01 -1.42888088e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.57673960e+01  1.41630888e+01 -8.52625906e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.90542364e+00 -1.08277619e-01 -1.99945569e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Tamil
198,"[[-503.3727    -335.30383   -220.0843    ...    0.           0.
     0.       ]
 [ 145.94858    130.77681    111.90718   ...    0.           0.
     0.       ]
 [  -8.515842   -52.39179    -75.90489   ...    0.           0.
     0.       ]
 ...
 [  -5.2891665   -4.006809    -5.0468135 ...    0.           0.
     0.       ]
 [   2.0066404   -4.86677     -6.5346203 ...    0.           0.
     0.       ]
 [   4.480581    -2.9643207  -10.256081  ...    0.           0.
     0.       ]]",Tamil
199,"[[-224.97359    -104.697205    -91.78599    ...    0.
     0.            0.        ]
 [  95.72319      87.21112      93.42198    ...    0.
     0.            0.        ]
 [  37.55195      24.108273     14.606091   ...    0.
     0.            0.        ]
 ...
 [  -8.298599     -5.595186      4.1298413  ...    0.
     0.            0.        ]
 [  -7.6146483   -12.992248     -8.929204   ...    0.
     0.            0.        ]
 [  -2.882305     -0.36481547    5.7293005  ...    0.
     0.            0.        ]]",Tamil
200,"[[-235.50307   -158.2033    -189.88216   ...    0.           0.
     0.       ]
 [ 110.62398    108.55951    119.83121   ...    0.           0.
     0.       ]
 [ -41.68392    -57.805992   -64.50833   ...    0.           0.
     0.       ]
 ...
 [ -10.230654    -8.471206    -5.019243  ...    0.           0.
     0.       ]
 [  -6.3842096   -5.3133864   -3.6621442 ...    0.           0.
     0.       ]
 [  16.506207    17.487005    15.515733  ...    0.           0.
     0.       ]]",Tamil
201,"[[-341.91928   -215.58652   -175.96921   ...    0.           0.
     0.       ]
 [  98.393036    92.12992     56.813606  ...    0.           0.
     0.       ]
 [-105.48512   -131.57408   -129.49315   ...    0.           0.
     0.       ]
 ...
 [ -18.972137   -25.380167   -26.958136  ...    0.           0.
     0.       ]
 [  -2.052607     1.1432714   -4.065484  ...    0.           0.
     0.       ]
 [   8.859774     8.569906     6.008737  ...    0.           0.
     0.       ]]",Tamil
202,"[[-267.8791    -165.66084   -106.129166  ...    0.           0.
     0.       ]
 [ 117.13063    139.30566    134.25822   ...    0.           0.
     0.       ]
 [ -87.25306   -112.031876   -92.25403   ...    0.           0.
     0.       ]
 ...
 [   9.3582325    2.7204943    1.527451  ...    0.           0.
     0.       ]
 [   3.6740208   -1.6632019   -6.4239097 ...    0.           0.
     0.       ]
 [   3.7051609   -1.3248115   -1.4108156 ...    0.           0.
     0.       ]]",Tamil
203,"[[-418.16074   -330.25195   -286.08252   ...    0.           0.
     0.       ]
 [ 126.97613    121.18829     92.12876   ...    0.           0.
     0.       ]
 [ -26.765633   -46.171776   -49.95027   ...    0.           0.
     0.       ]
 ...
 [  -4.2506795   -4.2484627   -6.536052  ...    0.           0.
     0.       ]
 [ -11.683341    -9.774523    -7.615874  ...    0.           0.
     0.       ]
 [ -15.383474   -19.018044   -15.959926  ...    0.           0.
     0.       ]]",Tamil
204,"[[-439.50082   -230.38733   -147.82137   ...    0.           0.
     0.       ]
 [  46.17751     79.31407     94.61276   ...    0.           0.
     0.       ]
 [ -33.277687   -30.389076   -31.605206  ...    0.           0.
     0.       ]
 ...
 [   3.3913949  -10.91649    -11.125284  ...    0.           0.
     0.       ]
 [  -5.130191    -3.850797     2.902431  ...    0.           0.
     0.       ]
 [  -4.9470754   -9.286285   -11.449486  ...    0.           0.
     0.       ]]",Tamil
205,"[[-650.08124   -641.0028    -639.34076   ...    0.           0.
     0.       ]
 [   5.1433244   17.2384      19.444895  ...    0.           0.
     0.       ]
 [   4.357689    14.343153    16.16501   ...    0.           0.
     0.       ]
 ...
 [   1.7226391    3.0420837    1.798131  ...    0.           0.
     0.       ]
 [   2.3476856    3.4676235    2.494268  ...    0.           0.
     0.       ]
 [   2.6891882    3.3747578    2.8496838 ...    0.           0.
     0.       ]]",Tamil
206,"[[-508.17508   -395.05872   -339.90042   ...    0.           0.
     0.       ]
 [ 118.438324   144.50185    114.134796  ...    0.           0.
     0.       ]
 [ -33.94435    -65.83693    -46.17189   ...    0.           0.
     0.       ]
 ...
 [   3.4911866   -6.0220366   -6.7460284 ...    0.           0.
     0.       ]
 [  -7.0553055  -10.09502    -11.020471  ...    0.           0.
     0.       ]
 [  -3.1894393    1.0490062    1.203221  ...    0.           0.
     0.       ]]",Tamil
207,"[[-223.02975   -110.76385   -107.14491   ...    0.           0.
     0.       ]
 [  42.01779     24.386341    21.909859  ...    0.           0.
     0.       ]
 [-100.3705     -90.603226   -85.571335  ...    0.           0.
     0.       ]
 ...
 [ -13.140725   -13.056855   -26.560492  ...    0.           0.
     0.       ]
 [   5.3806806    5.1806755   -4.20376   ...    0.           0.
     0.       ]
 [  26.53205     26.447788    26.952147  ...    0.           0.
     0.       ]]",Tamil
208,"[[-1.16728996e+02 -8.03421974e+00  5.48338652e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.01096115e+02  6.80829773e+01  4.82774086e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.34565125e+01 -1.01654694e+02 -1.12790161e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.46647673e+01  1.29286766e+01 -9.15264893e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-5.64825535e-02  3.38352060e+00 -5.49760103e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.36678362e+00  4.89804029e+00  1.79641438e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Tamil
209,"[[-332.23276  -225.32092  -203.01724  ...    0.          0.
     0.      ]
 [ 118.79697   113.58584   105.111206 ...    0.          0.
     0.      ]
 [ -14.196323  -35.610054  -46.62764  ...    0.          0.
     0.      ]
 ...
 [ -12.471073   -8.071425  -11.346983 ...    0.          0.
     0.      ]
 [  10.432644    4.656419    6.730419 ...    0.          0.
     0.      ]
 [  13.518501   14.65135     8.344547 ...    0.          0.
     0.      ]]",Tamil
210,"[[-643.5093    -637.5414    -633.4386    ...    0.           0.
     0.       ]
 [   0.           7.7555714   13.246893  ...    0.           0.
     0.       ]
 [   0.           5.841233    10.477963  ...    0.           0.
     0.       ]
 ...
 [   0.           1.2002201   -2.0173101 ...    0.           0.
     0.       ]
 [   0.           1.0340443   -1.8419214 ...    0.           0.
     0.       ]
 [   0.           0.998798    -1.1426159 ...    0.           0.
     0.       ]]",Tamil
211,"[[-3.1518533e+02 -2.1314700e+02 -1.9211588e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3643552e+02  1.2994609e+02  1.0994125e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.5672474e+00  3.6228635e+00 -2.1171236e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.0077293e+01 -2.3330799e+01 -2.8395050e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7567587e+00 -2.7788568e-01 -7.8576975e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.0248442e+00  9.6345310e+00  3.9087472e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
212,"[[-210.97893    -87.26377    -72.670845  ...    0.           0.
     0.       ]
 [  93.980896    79.03947     57.028793  ...    0.           0.
     0.       ]
 [ -86.68363    -78.43349    -74.950645  ...    0.           0.
     0.       ]
 ...
 [  -7.8826895  -12.906476   -18.323738  ...    0.           0.
     0.       ]
 [  -8.528429   -19.264942   -25.260895  ...    0.           0.
     0.       ]
 [ -24.321146   -22.57685    -22.648216  ...    0.           0.
     0.       ]]",Tamil
213,"[[-414.93463   -332.7898    -332.79208   ...    0.           0.
     0.       ]
 [  62.418736    91.00171     89.16937   ...    0.           0.
     0.       ]
 [   1.5958698  -17.635704   -21.399176  ...    0.           0.
     0.       ]
 ...
 [  14.3879      12.208073    11.026089  ...    0.           0.
     0.       ]
 [   7.585555     8.400393     7.7504272 ...    0.           0.
     0.       ]
 [ -14.11728    -18.291542   -19.952982  ...    0.           0.
     0.       ]]",Tamil
214,"[[-3.66748810e+02 -2.70124054e+02 -2.82139252e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.27538795e+02  1.19223694e+02  1.15077072e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.86535263e+00 -3.27228212e+00 -1.42470989e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.64382672e+00  2.77819514e-01  7.85735369e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.02265501e+00  5.52971745e+00  4.84966755e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.80800133e+01 -1.44321785e+01 -1.11381407e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Malyalam
215,"[[-378.83725   -340.2961    -368.24036   ...    0.           0.
     0.       ]
 [ 159.53911    169.88153    156.98654   ...    0.           0.
     0.       ]
 [  -2.1484518  -14.461221    -8.738878  ...    0.           0.
     0.       ]
 ...
 [  17.891878    12.062439     9.408487  ...    0.           0.
     0.       ]
 [   0.8187053   10.899688    17.245972  ...    0.           0.
     0.       ]
 [   7.6357994   16.509544    25.095081  ...    0.           0.
     0.       ]]",Malyalam
216,"[[-377.394    -345.83987  -398.1084   ...    0.          0.
     0.      ]
 [ 137.62946   136.37149   134.01794  ...    0.          0.
     0.      ]
 [ -12.195368  -17.784355  -15.422478 ...    0.          0.
     0.      ]
 ...
 [  13.693218   20.182333   18.220537 ...    0.          0.
     0.      ]
 [  12.080494   14.108511    9.416069 ...    0.          0.
     0.      ]
 [ -16.353062  -17.72341   -15.436977 ...    0.          0.
     0.      ]]",Malyalam
217,"[[-175.23337   -101.32792    -94.05556   ...    0.           0.
     0.       ]
 [ 111.62494     84.88611     77.23215   ...    0.           0.
     0.       ]
 [  25.994457    -6.6773834  -20.880703  ...    0.           0.
     0.       ]
 ...
 [ -22.918938   -25.22644    -23.716946  ...    0.           0.
     0.       ]
 [  -5.151677     3.108922    10.096388  ...    0.           0.
     0.       ]
 [  -3.5039907    4.0082426    8.05765   ...    0.           0.
     0.       ]]",Malyalam
218,"[[-315.6464    -260.13757   -247.73383   ...    0.           0.
     0.       ]
 [ 177.54338    148.45229    135.69287   ...    0.           0.
     0.       ]
 [ -17.990763   -24.269524   -35.385635  ...    0.           0.
     0.       ]
 ...
 [   1.0112023   -1.1949201   -2.618988  ...    0.           0.
     0.       ]
 [  -7.650629    -9.864936    -9.365559  ...    0.           0.
     0.       ]
 [ -20.106073   -23.300188   -25.241055  ...    0.           0.
     0.       ]]",Malyalam
219,"[[-386.2551    -291.81238   -273.17575   ...    0.           0.
     0.       ]
 [ 126.46869    142.17676    114.25009   ...    0.           0.
     0.       ]
 [ -42.452652   -72.621544   -69.31345   ...    0.           0.
     0.       ]
 ...
 [  -5.111495    -8.273073    -2.6659143 ...    0.           0.
     0.       ]
 [  -4.8879933   -0.5770793    8.507158  ...    0.           0.
     0.       ]
 [  -7.75364     -5.1196012   -3.7139711 ...    0.           0.
     0.       ]]",Malyalam
220,"[[-544.62683    -540.10004    -541.1343     ...    0.
     0.            0.        ]
 [   0.            6.044967      4.3297567  ...    0.
     0.            0.        ]
 [   0.            5.0984936     2.7841747  ...    0.
     0.            0.        ]
 ...
 [   0.           -1.0421613     1.5377564  ...    0.
     0.            0.        ]
 [   0.           -0.82117105    1.4694703  ...    0.
     0.            0.        ]
 [   0.           -0.96681476    0.70293856 ...    0.
     0.            0.        ]]",Malyalam
221,"[[-607.9374    -553.1493    -337.04642   ...    0.           0.
     0.       ]
 [   0.          24.34131     48.22136   ...    0.           0.
     0.       ]
 [   0.         -23.174965   -99.847946  ...    0.           0.
     0.       ]
 ...
 [   0.          -2.192288     5.928095  ...    0.           0.
     0.       ]
 [   0.          -7.036539   -15.280851  ...    0.           0.
     0.       ]
 [   0.           0.6432729   -4.922632  ...    0.           0.
     0.       ]]",Malyalam
222,"[[-300.1605    -254.89725   -259.64948   ...    0.           0.
     0.       ]
 [ 159.57587    121.25067     80.583534  ...    0.           0.
     0.       ]
 [ -16.04457    -10.017427   -18.853786  ...    0.           0.
     0.       ]
 ...
 [ -14.451174   -19.475395   -32.82792   ...    0.           0.
     0.       ]
 [  -5.1450653   -8.781073   -20.625483  ...    0.           0.
     0.       ]
 [  -8.781879   -12.822633   -17.499172  ...    0.           0.
     0.       ]]",Malyalam
223,"[[-322.0793    -261.46558   -273.40558   ...    0.           0.
     0.       ]
 [ 135.23027    112.20169     71.68059   ...    0.           0.
     0.       ]
 [  24.592407    43.971436    66.31405   ...    0.           0.
     0.       ]
 ...
 [  21.908997    26.85928     29.182495  ...    0.           0.
     0.       ]
 [  18.75377     17.72814     13.6783085 ...    0.           0.
     0.       ]
 [ -10.480497   -13.267179   -15.412018  ...    0.           0.
     0.       ]]",Malyalam
224,"[[-377.18558    -266.07056    -248.4677     ...    0.
     0.            0.        ]
 [  70.34115      64.269714     63.636803   ...    0.
     0.            0.        ]
 [ -60.044113    -60.719543    -50.7026     ...    0.
     0.            0.        ]
 ...
 [ -17.387117    -11.089884     -1.0825242  ...    0.
     0.            0.        ]
 [   0.45448303   13.1500225    19.407063   ...    0.
     0.            0.        ]
 [   2.1034594     7.0387354     4.687831   ...    0.
     0.            0.        ]]",Malyalam
225,"[[-420.39618   -316.79172   -252.88629   ...    0.           0.
     0.       ]
 [ 123.86176     76.57506     30.409424  ...    0.           0.
     0.       ]
 [   8.190014    10.939981    -4.0951433 ...    0.           0.
     0.       ]
 ...
 [ -15.684382   -15.478199   -17.434938  ...    0.           0.
     0.       ]
 [   7.1797495   15.9943285   14.7166605 ...    0.           0.
     0.       ]
 [ -10.282155   -11.646828   -14.156118  ...    0.           0.
     0.       ]]",Malyalam
226,"[[-3.7423273e+02 -2.6788031e+02 -2.4874284e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2891403e+02  1.2141070e+02  9.8733322e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.0868616e+00 -2.2514843e+01 -3.3254959e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.4659481e+00 -2.6667185e+00 -1.5354967e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6843283e+00 -4.1194339e+00  3.2746416e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.4124517e+00  1.2017418e+01  9.7698259e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
227,"[[-390.71628   -303.50873   -306.7301    ...    0.           0.
     0.       ]
 [ 154.56653    154.14282    148.04478   ...    0.           0.
     0.       ]
 [   8.188112    -2.4247637   -7.149983  ...    0.           0.
     0.       ]
 ...
 [  19.072678    17.51756     19.377676  ...    0.           0.
     0.       ]
 [  17.14103     27.713068    34.92134   ...    0.           0.
     0.       ]
 [   5.5928593    5.6949043   11.986914  ...    0.           0.
     0.       ]]",Malyalam
228,"[[-343.02335   -316.2421    -245.65012   ...    0.           0.
     0.       ]
 [ 133.13162    131.81842    126.305824  ...    0.           0.
     0.       ]
 [ -84.197174   -96.812744  -119.32217   ...    0.           0.
     0.       ]
 ...
 [  18.555895    17.115513   -22.095335  ...    0.           0.
     0.       ]
 [  14.81167     10.968576     4.099389  ...    0.           0.
     0.       ]
 [  -2.3705475   -4.177541     3.317662  ...    0.           0.
     0.       ]]",Malyalam
229,"[[-491.60272    -397.5317     -292.60522    ...    0.
     0.            0.        ]
 [ 140.37437     147.18848      96.26929    ...    0.
     0.            0.        ]
 [  26.16888      -0.90014493  -31.364794   ...    0.
     0.            0.        ]
 ...
 [ -14.90478     -12.524159    -10.000254   ...    0.
     0.            0.        ]
 [ -17.409546    -21.300867    -16.754786   ...    0.
     0.            0.        ]
 [  -7.6266837   -17.09294     -30.901318   ...    0.
     0.            0.        ]]",Malyalam
230,"[[-310.8695    -241.59871   -205.84608   ...    0.           0.
     0.       ]
 [ 171.624      127.068054    86.527695  ...    0.           0.
     0.       ]
 [  47.218117    36.63191     18.670155  ...    0.           0.
     0.       ]
 ...
 [ -30.085184   -20.948944   -11.764568  ...    0.           0.
     0.       ]
 [   9.92842     -3.2060533  -19.608772  ...    0.           0.
     0.       ]
 [   6.298398    -1.0618584  -20.86085   ...    0.           0.
     0.       ]]",Malyalam
231,"[[-571.793     -570.83057   -569.885     ...    0.           0.
     0.       ]
 [   0.           1.2835187    2.0932977 ...    0.           0.
     0.       ]
 [   0.           1.0595989    1.9617455 ...    0.           0.
     0.       ]
 ...
 [   0.           1.1460947    1.5255656 ...    0.           0.
     0.       ]
 [   0.           1.2939019    1.9746895 ...    0.           0.
     0.       ]
 [   0.           1.2934723    2.1828988 ...    0.           0.
     0.       ]]",Malyalam
232,"[[-243.12479    -205.12314    -199.46904    ...    0.
     0.            0.        ]
 [ 172.11111     164.00449     151.31573    ...    0.
     0.            0.        ]
 [-104.0599     -119.72807    -113.34343    ...    0.
     0.            0.        ]
 ...
 [  -9.425886     -9.94955       0.61407065 ...    0.
     0.            0.        ]
 [ -19.843866    -13.661057      1.5217867  ...    0.
     0.            0.        ]
 [ -23.738457    -23.62429     -21.172333   ...    0.
     0.            0.        ]]",Malyalam
233,"[[-403.01904   -387.24692   -393.01175   ...    0.           0.
     0.       ]
 [ 164.04178    149.88841    109.54257   ...    0.           0.
     0.       ]
 [  -7.721902   -13.537488    -8.736946  ...    0.           0.
     0.       ]
 ...
 [   8.5363455    8.774916   -11.05312   ...    0.           0.
     0.       ]
 [   6.764116     7.1615148    4.1535063 ...    0.           0.
     0.       ]
 [  -3.1640465   -1.0326138   -4.5599155 ...    0.           0.
     0.       ]]",Malyalam
234,"[[-701.6895    -686.8635    -683.6342    ...    0.           0.
     0.       ]
 [  14.230622    34.339172    38.060287  ...    0.           0.
     0.       ]
 [  12.729682    30.477806    32.436043  ...    0.           0.
     0.       ]
 ...
 [  -3.7763815   -3.720677    -5.5125256 ...    0.           0.
     0.       ]
 [  -3.6441953   -3.8547885   -5.140816  ...    0.           0.
     0.       ]
 [  -3.2983441   -3.8372319   -3.9296284 ...    0.           0.
     0.       ]]",Malyalam
235,"[[-616.8381    -566.627     -506.65244   ...    0.           0.
     0.       ]
 [  42.263992    92.90043    144.02682   ...    0.           0.
     0.       ]
 [  18.418438    25.374033    24.30294   ...    0.           0.
     0.       ]
 ...
 [   8.604712     6.247325     3.1383502 ...    0.           0.
     0.       ]
 [   4.300958    -6.4007497  -11.94441   ...    0.           0.
     0.       ]
 [   0.7512264   -7.015299   -12.64958   ...    0.           0.
     0.       ]]",Malyalam
236,"[[-267.24066   -240.56679   -275.74652   ...    0.           0.
     0.       ]
 [ 142.32935    121.11693    100.25724   ...    0.           0.
     0.       ]
 [ -91.659424   -89.48764    -77.83867   ...    0.           0.
     0.       ]
 ...
 [  -3.9811392    2.784453    10.433041  ...    0.           0.
     0.       ]
 [  14.6774235   12.673317     7.7143106 ...    0.           0.
     0.       ]
 [  14.2062       7.01403     -7.0692024 ...    0.           0.
     0.       ]]",Malyalam
237,"[[-4.5918591e+02 -3.7539627e+02 -3.7374545e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.5406647e+01  1.1818399e+02  9.4667908e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.1863378e-01 -1.9513268e+01 -1.3558171e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.7025757e+00 -5.2813997e+00 -5.5297580e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.3341951e+00 -8.8571367e+00 -1.4813716e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.8959446e+00 -1.0860340e+01 -1.1498081e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
238,"[[-5.8489801e+02 -5.6602148e+02 -5.6249695e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.7655679e-02  2.2492859e+01  2.6698536e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.4237836e-02  1.1754637e+01  1.3982143e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.7497314e-02  1.9305760e+00  1.8412905e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.4162835e-03 -3.1057258e+00 -2.6216598e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.5830182e-02 -5.9676991e+00 -4.7604804e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
239,"[[-6.3968469e+02 -6.2949268e+02 -6.2771887e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1418513e+01  2.5052296e+01  2.7658199e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0447054e+01  2.1878361e+01  2.4723640e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 5.5450283e-02  1.4661624e-01  8.9329439e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.1233809e-02 -7.1366614e-01  2.0444486e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.8937425e-01 -1.7468624e+00  2.6334472e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
240,"[[-253.98116   -132.16231   -117.92126   ...    0.           0.
     0.       ]
 [  51.736465    33.202633    22.337563  ...    0.           0.
     0.       ]
 [ -62.28318    -80.154144   -90.61482   ...    0.           0.
     0.       ]
 ...
 [ -24.335615   -27.10942    -26.51541   ...    0.           0.
     0.       ]
 [   3.0090706    4.045564     6.4753294 ...    0.           0.
     0.       ]
 [  13.848636     8.291469     8.032042  ...    0.           0.
     0.       ]]",Malyalam
241,"[[-6.0752783e+02 -6.0710242e+02 -6.0576605e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  5.6625897e-01  2.2089303e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  4.7312394e-01  1.4831415e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -2.1387683e-01  2.3625201e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -1.8578258e-01  4.1270804e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -2.0649227e-01  1.2770012e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
242,"[[-297.0901    -256.81885   -275.38278   ...    0.           0.
     0.       ]
 [ 173.8301     161.55243    156.38      ...    0.           0.
     0.       ]
 [ -56.433624   -60.110313   -59.7326    ...    0.           0.
     0.       ]
 ...
 [   9.069817    11.754848    29.117168  ...    0.           0.
     0.       ]
 [  24.253986    26.915268    29.63911   ...    0.           0.
     0.       ]
 [  -0.7601404   -4.986012    -5.660368  ...    0.           0.
     0.       ]]",Malyalam
243,"[[-407.21094   -389.9276    -451.52625   ...    0.           0.
     0.       ]
 [ 140.3743     140.6254     142.17737   ...    0.           0.
     0.       ]
 [  15.754344    11.065534    12.275287  ...    0.           0.
     0.       ]
 ...
 [   5.973275     9.785874    13.743364  ...    0.           0.
     0.       ]
 [  -1.0862894    1.4451525   -2.5171266 ...    0.           0.
     0.       ]
 [ -17.55503    -18.974102   -20.692099  ...    0.           0.
     0.       ]]",Malyalam
244,"[[-4.3245316e+02 -4.0270361e+02 -4.1965750e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.7502667e+02  1.7907397e+02  1.6915814e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.4888367e+01  2.4353073e+01  1.4505608e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.5122366e+00 -4.7559814e+00 -7.9425769e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.2598450e+01 -1.1797743e+01 -1.4252615e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.0258160e+00 -6.9907298e+00 -1.5521896e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Malyalam
